LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,NEXT_MONTH_DEFAULT
80000.0,1,1,2,38,-1,0,0,0,0,0,21788.0,32562.0,23346.0,18361.0,10434.0,7387.0,16445.0,1482.0,1011.0,8.0,111.0,3509.0,0
100000.0,2,1,2,28,0,0,0,0,0,0,29086.0,19091.0,17916.0,12233.0,6741.0,-24.0,1400.0,1506.0,1209.0,0.0,0.0,0.0,0
230000.0,2,2,2,26,-1,-1,0,0,0,-1,18612.0,90523.0,86813.0,35695.0,5555.0,15165.0,90523.0,10000.0,5170.0,5000.0,15165.0,8981.0,0
140000.0,2,2,1,37,-1,-1,-1,-1,-1,-1,330.0,330.0,330.0,330.0,330.0,947.0,330.0,330.0,330.0,330.0,947.0,2389.0,0
190000.0,2,2,1,46,0,0,0,0,0,0,80903.0,83900.0,86897.0,90399.0,85698.0,88400.0,5000.0,5000.0,5600.0,3000.0,4000.0,4500.0,0
200000.0,2,3,2,25,-1,-1,-1,0,-1,-1,1676.0,3122.0,2991.0,390.0,1211.0,390.0,4595.0,2991.0,0.0,1211.0,390.0,1112.0,0
160000.0,2,3,1,37,0,0,0,0,0,0,17500.0,15933.0,19536.0,7550.0,6977.0,7811.0,10000.0,10000.0,3006.0,3000.0,3000.0,0.0,0
370000.0,2,1,1,53,-1,-1,-1,-1,-1,0,21160.0,8153.0,12094.0,30751.0,30131.0,9630.0,8162.0,12294.0,30751.0,30131.0,0.0,0.0,0
50000.0,1,2,2,46,2,2,0,0,0,0,49423.0,48332.0,46043.0,18759.0,19161.0,19516.0,10.0,2000.0,655.0,688.0,666.0,649.0,0
500000.0,2,1,2,45,-1,-1,-1,0,-1,-1,290.0,5640.0,52858.0,151479.0,29343.0,2355.0,5692.0,52858.0,100756.0,29488.0,2365.0,8762.0,0
200000.0,2,3,1,39,-1,0,0,0,0,0,145687.0,146519.0,144315.0,130807.0,124688.0,122518.0,7627.0,4631.0,5066.0,5033.0,5007.0,5125.0,0
30000.0,2,2,2,50,0,0,2,0,0,0,27284.0,29001.0,28201.0,28763.0,29383.0,28987.0,4664.0,0.0,994.0,1047.0,1412.0,756.0,0
110000.0,2,2,2,33,0,0,0,0,0,0,83762.0,84677.0,87748.0,99201.0,78281.0,77772.0,3200.0,4521.0,20000.0,2710.0,2800.0,2700.0,1
50000.0,1,3,1,51,0,0,0,0,2,2,38302.0,39299.0,40703.0,44350.0,43517.0,46821.0,1634.0,2038.0,4685.0,0.0,3982.0,0.0,0
230000.0,2,2,1,35,0,0,0,0,0,0,160560.0,158782.0,150844.0,151623.0,148261.0,153161.0,10012.0,10010.0,10000.0,7000.0,10000.0,10000.0,0
360000.0,1,1,1,38,-1,-1,-1,-1,-1,-1,475.0,-25.0,4993.0,498.0,-2.0,-2.0,0.0,5018.0,505.0,0.0,0.0,553.0,0
160000.0,2,2,2,31,0,0,0,0,0,2,112878.0,118601.0,115874.0,111346.0,111553.0,108434.0,8000.0,5014.0,4500.0,11781.0,0.0,4000.0,0
300000.0,1,3,1,32,-1,-1,-1,0,0,-1,590.0,2635.0,1461.0,3242.0,-80.0,720.0,2635.0,1461.0,2000.0,0.0,800.0,15.0,0
220000.0,2,1,2,40,-1,-1,-1,-1,-1,-1,13654.0,12312.0,23031.0,7229.0,3942.0,2132.0,12312.0,23031.0,7234.0,3942.0,2132.0,5809.0,0
110000.0,1,1,2,30,0,0,0,0,0,0,57040.0,51123.0,47251.0,46630.0,52889.0,53907.0,5000.0,4000.0,4000.0,10000.0,5000.0,5000.0,0
80000.0,2,1,1,29,-1,-1,-1,-1,-1,-1,4225.0,20000.0,11556.0,0.0,0.0,0.0,20000.0,11556.0,0.0,0.0,0.0,0.0,0
110000.0,2,2,2,32,0,0,0,0,0,0,108159.0,106812.0,108464.0,108829.0,110557.0,106082.0,5400.0,5400.0,4100.0,4100.0,4100.0,4200.0,0
140000.0,1,1,1,54,0,0,0,0,0,0,139406.0,140295.0,134000.0,74388.0,92555.0,86993.0,5545.0,4200.0,3105.0,86417.0,3936.0,48390.0,1
120000.0,1,2,2,34,0,0,0,0,0,2,131773.0,58259.0,54699.0,54832.0,53693.0,48731.0,3000.0,1944.0,5000.0,3692.0,0.0,2000.0,0
630000.0,2,2,2,41,-1,0,-1,-1,-1,-1,12137.0,6500.0,6500.0,6500.0,6500.0,2870.0,1000.0,6500.0,6500.0,6500.0,2870.0,0.0,0
20000.0,2,2,1,36,1,-1,-1,-1,-1,-1,-25.0,-25.0,-25.0,-25.0,-25.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,1,2,2,27,2,0,0,0,0,2,41932.0,38411.0,30659.0,30963.0,30505.0,28696.0,1600.0,1712.0,1016.0,2500.0,0.0,2848.0,1
310000.0,2,2,2,28,0,0,0,0,0,0,311380.0,314131.0,301646.0,292673.0,253269.0,256259.0,11264.0,10979.0,10950.0,9281.0,9304.0,9885.0,0
20000.0,2,2,2,26,1,-1,-1,0,0,0,0.0,0.0,1568.0,1398.0,920.0,0.0,0.0,1568.0,1000.0,302.0,0.0,192.0,0
50000.0,2,2,1,58,0,0,0,0,0,0,50182.0,41207.0,19129.0,18538.0,17494.0,17833.0,1500.0,1700.0,1500.0,700.0,1000.0,1000.0,0
130000.0,2,2,2,28,0,0,0,0,0,0,120208.0,111999.0,114413.0,116721.0,117795.0,120511.0,5500.0,5700.0,5692.0,4500.0,4850.0,3800.0,1
280000.0,2,1,1,34,0,0,0,0,0,0,232834.0,218803.0,202031.0,111603.0,94050.0,76232.0,9001.0,6369.0,3864.0,3501.0,3001.0,1701.0,0
200000.0,2,1,2,36,1,-1,-1,-1,-1,-1,12099.0,0.0,1540.0,0.0,3045.0,0.0,0.0,1540.0,0.0,3045.0,0.0,0.0,0
200000.0,2,1,2,29,0,0,0,0,0,0,194241.0,193425.0,196537.0,195268.0,192829.0,192499.0,12000.0,8500.0,7000.0,10000.0,10000.0,10000.0,0
230000.0,1,1,1,59,-1,0,0,0,0,0,208459.0,206331.0,203813.0,201331.0,198999.0,191671.0,7536.0,7277.0,7100.0,7120.0,6844.0,6945.0,1
20000.0,1,2,1,45,-1,-1,-1,-1,-1,-1,836.0,836.0,2006.0,-2830.0,-7220.0,-11610.0,836.0,2006.0,1441.0,0.0,0.0,0.0,0
50000.0,1,2,2,27,2,0,0,0,0,0,48387.0,47637.0,48479.0,18616.0,19196.0,17906.0,2300.0,2100.0,1000.0,1000.0,1000.0,680.0,1
210000.0,2,2,1,48,-1,-1,-1,-1,-1,-1,140.0,140.0,140.0,60.0,120.0,-20.0,140.0,140.0,60.0,200.0,0.0,0.0,0
150000.0,2,1,2,35,2,2,0,0,0,0,55337.0,53851.0,53710.0,48797.0,49928.0,51106.0,0.0,2503.0,2000.0,1804.0,2000.0,2000.0,1
230000.0,1,2,2,46,1,-1,-1,-1,-1,-1,378.0,907.0,1599.0,378.0,756.0,0.0,907.0,1599.0,378.0,756.0,0.0,754.0,0
30000.0,1,3,2,31,0,0,0,0,0,-1,27838.0,28791.0,27788.0,29784.0,0.0,0.0,1703.0,1200.0,2196.0,2500.0,0.0,0.0,1
100000.0,1,3,2,47,0,0,0,0,0,-1,94667.0,97088.0,99520.0,102650.0,0.0,0.0,4000.0,4000.0,5000.0,0.0,0.0,0.0,0
90000.0,2,2,1,55,2,2,0,0,0,0,81998.0,83674.0,80890.0,31565.0,33049.0,22694.0,4003.0,3000.0,3000.0,3000.0,2000.0,2000.0,1
150000.0,2,1,2,40,-1,-1,-1,-1,-1,-1,798.0,2305.0,1036.0,5022.0,3938.0,316.0,2309.0,1036.0,5048.0,3946.0,316.0,314.0,0
50000.0,2,2,1,54,0,0,0,0,0,0,49320.0,49724.0,50218.0,18983.0,17435.0,17057.0,1925.0,2152.0,800.0,610.0,620.0,900.0,0
60000.0,2,2,2,28,1,-1,-1,2,-1,-1,0.0,1672.0,836.0,836.0,780.0,390.0,1672.0,836.0,0.0,780.0,390.0,0.0,1
400000.0,2,3,1,42,-1,-1,-1,-1,-1,-1,44198.0,10132.0,16932.0,13088.0,28540.0,11860.0,10132.0,16932.0,13088.0,28540.0,11860.0,3978.0,0
200000.0,2,1,2,34,1,-1,-1,-1,2,2,0.0,0.0,0.0,347.0,197.0,2917.0,0.0,0.0,347.0,0.0,2720.0,0.0,1
310000.0,2,1,1,39,-1,-1,-1,-1,-1,-1,12080.0,1989.0,4566.0,5329.0,5724.0,1518.0,1989.0,4566.0,5433.0,5724.0,1336.0,0.0,0
200000.0,1,2,2,29,0,0,2,2,2,2,145090.0,151564.0,115836.0,122359.0,122588.0,119266.0,12000.0,0.0,10000.0,5000.0,0.0,6000.0,0
360000.0,2,3,3,58,0,0,0,-1,-1,-1,35673.0,35817.0,-1.0,-1.0,-1.0,-1.0,1179.0,0.0,0.0,0.0,0.0,139.0,0
100000.0,2,3,1,40,-1,-1,2,2,-1,-1,3234.0,6163.0,3786.0,3789.0,2195.0,3691.0,6163.0,0.0,3809.0,0.0,3691.0,1328.0,0
280000.0,2,2,2,24,-1,-1,0,0,-1,-1,1006.0,1853.0,2657.0,1416.0,2706.0,1229.0,1855.0,1422.0,7.0,2719.0,1235.0,3831.0,0
240000.0,2,2,1,36,0,0,0,0,0,0,214122.0,217850.0,212593.0,180867.0,173780.0,168880.0,19000.0,10000.0,7000.0,10000.0,8000.0,10000.0,0
200000.0,2,1,2,33,0,-1,0,0,0,0,8819.0,8565.0,14567.0,157631.0,143678.0,159782.0,8656.0,14040.0,154888.0,12848.0,50000.0,10000.0,1
180000.0,2,1,2,28,0,0,0,0,0,0,171237.0,172787.0,174667.0,176618.0,141697.0,143738.0,8000.0,7000.0,7000.0,5010.0,5200.0,6000.0,0
360000.0,2,2,1,39,0,0,-1,-1,0,0,366965.0,-17710.0,-17706.0,301085.0,307035.0,63451.0,12709.0,1393.0,319494.0,13079.0,2438.0,2599.0,1
80000.0,1,2,1,30,2,0,0,0,2,2,38370.0,39448.0,58788.0,62814.0,61682.0,65644.0,2000.0,20000.0,5000.0,0.0,5010.0,2500.0,1
80000.0,1,2,1,29,0,0,-1,-1,-1,0,80832.0,40283.0,317.0,401.0,34985.0,37004.0,2000.0,450.0,500.0,35000.0,3000.0,2000.0,0
210000.0,2,1,1,47,-1,-1,-1,-1,-1,-1,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2197.0,0
110000.0,1,2,2,27,0,0,0,0,0,0,102551.0,103550.0,105089.0,107164.0,105988.0,108617.0,5500.0,6000.0,6000.0,4000.0,5000.0,4000.0,0
30000.0,2,3,2,22,2,2,0,0,0,0,29793.0,29008.0,29047.0,29507.0,11609.0,11711.0,0.0,1687.0,1147.0,524.0,400.0,666.0,1
220000.0,2,1,2,27,-1,-1,-1,0,0,-1,471.0,5261.0,16436.0,16071.0,96.0,480.0,5272.0,17571.0,0.0,0.0,549.0,0.0,0
280000.0,1,1,1,42,0,-1,-1,0,0,0,18958.0,2640.0,182251.0,173922.0,160553.0,147124.0,2676.0,189570.0,6084.0,5798.0,4627.0,3589.0,0
230000.0,2,5,1,39,-1,-1,0,0,-1,-1,7479.0,31280.0,120000.0,0.0,0.0,0.0,31280.0,90000.0,0.0,0.0,0.0,0.0,0
50000.0,2,2,2,25,0,0,0,-1,-1,2,46528.0,47456.0,36251.0,438.0,43367.0,44305.0,1794.0,1021.0,438.0,43367.0,1800.0,0.0,0
50000.0,1,3,1,37,3,3,3,2,0,0,54078.0,52946.0,51841.0,50306.0,49706.0,49706.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80000.0,2,1,2,24,0,0,0,0,0,0,34106.0,33045.0,32318.0,30171.0,32950.0,30899.0,3000.0,3000.0,2000.0,5000.0,3000.0,6000.0,0
160000.0,2,3,1,30,-1,-1,0,-1,-1,-1,2215.0,8977.0,3300.0,10770.0,11800.0,10043.0,8977.0,1000.0,10770.0,11800.0,10043.0,5325.0,0
30000.0,2,2,2,44,-1,-1,-1,-1,-1,-1,0.0,1330.0,2988.0,0.0,30000.0,0.0,1330.0,2988.0,0.0,30000.0,0.0,1219.0,0
360000.0,1,2,1,37,-1,-1,-1,0,0,-1,-5.0,3584.0,2280.0,2280.0,0.0,0.0,3589.0,2280.0,0.0,0.0,0.0,0.0,0
90000.0,1,2,2,28,2,2,0,0,2,0,82671.0,78750.0,66605.0,63795.0,61061.0,54646.0,0.0,3324.0,5380.0,0.0,2000.0,1800.0,1
130000.0,1,3,1,48,0,0,0,-1,-1,-1,100522.0,102650.0,0.0,0.0,0.0,6163.0,4650.0,0.0,0.0,0.0,6163.0,66564.0,0
50000.0,1,2,1,34,1,2,0,0,0,0,49372.0,47420.0,47992.0,49278.0,28086.0,30196.0,0.0,2500.0,3500.0,1000.0,3397.0,0.0,0
180000.0,2,3,1,56,-1,-1,-1,-1,-1,-1,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,1
130000.0,2,1,2,47,2,2,2,2,2,2,18454.0,21121.0,20484.0,22145.0,21652.0,23138.0,2976.0,0.0,2000.0,0.0,2000.0,0.0,1
90000.0,1,3,1,44,1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10000.0,1,3,2,41,0,0,0,0,0,0,4520.0,3483.0,6862.0,8727.0,8148.0,8640.0,2000.0,4946.0,2000.0,1000.0,1000.0,1000.0,0
450000.0,2,1,2,36,1,-1,-1,-1,-1,-1,-44.0,10223.0,200.0,0.0,0.0,0.0,10267.0,200.0,0.0,0.0,0.0,0.0,0
150000.0,2,3,1,41,0,0,0,0,0,0,88818.0,90585.0,92485.0,94373.0,96245.0,98263.0,3241.0,3358.0,3427.0,3443.0,3567.0,3585.0,1
210000.0,2,1,2,29,-1,-1,-1,-1,-1,2,871.0,27371.0,871.0,871.0,2042.0,1021.0,27371.0,871.0,871.0,2042.0,0.0,1666.0,0
50000.0,1,2,2,25,-1,3,2,0,0,0,10695.0,10386.0,9993.0,9993.0,15300.0,0.0,0.0,0.0,200.0,5307.0,0.0,0.0,1
230000.0,2,2,1,37,-1,0,0,0,0,0,1054.0,2869.0,5567.0,2622.0,5550.0,7446.0,2000.0,3000.0,2000.0,3000.0,2000.0,3000.0,1
50000.0,1,3,2,26,0,0,0,0,0,0,49006.0,48814.0,49180.0,44941.0,20056.0,19783.0,2000.0,2000.0,2005.0,700.0,856.0,1000.0,0
160000.0,2,1,2,30,1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
210000.0,1,2,1,39,-1,-1,-1,-1,0,0,600.0,169.0,497.0,15433.0,8500.0,10500.0,169.0,497.0,15436.0,170.0,2000.0,2822.0,1
180000.0,2,1,1,37,2,-1,-1,-1,-1,0,326.0,326.0,326.0,480.0,1011.0,2685.0,326.0,326.0,480.0,1011.0,2000.0,3000.0,1
290000.0,2,1,1,35,1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
390000.0,1,1,1,32,0,0,0,0,0,0,26214.0,25100.0,34131.0,31120.0,15768.0,30831.0,6000.0,10778.0,7063.0,7060.0,30009.0,10025.0,0
50000.0,2,2,2,23,0,0,0,0,-1,-1,33109.0,32856.0,27438.0,4786.0,768.0,-579.0,1660.0,1600.0,624.0,768.0,173.0,30267.0,0
320000.0,1,1,1,51,-1,-1,-1,-1,-1,-1,1834.0,556.0,1622.0,7728.0,5781.0,3896.0,556.0,1622.0,7762.0,5781.0,3896.0,2182.0,0
220000.0,2,3,1,33,-1,-1,-1,-1,-1,-1,1037.0,1062.0,0.0,0.0,0.0,0.0,1062.0,0.0,0.0,0.0,0.0,0.0,0
90000.0,1,2,1,36,0,0,0,0,0,0,7752.0,9112.0,10306.0,11328.0,12036.0,14329.0,1500.0,1500.0,1500.0,1200.0,2500.0,0.0,1
540000.0,2,1,2,37,0,0,-1,-1,-1,0,4696.0,6579.0,1464.0,-2800.0,13916.0,12517.0,2033.0,1485.0,16.0,20016.0,2016.0,2019.0,0
230000.0,1,1,1,38,-1,-1,-1,-1,-1,-1,1902.0,2161.0,1144.0,1346.0,1024.0,-4.0,2170.0,1149.0,1352.0,1029.0,0.0,654.0,0
200000.0,1,1,2,34,1,-1,-1,0,0,-1,-1730.0,-1730.0,1111.0,1111.0,-29.0,-3789.0,0.0,3000.0,0.0,0.0,0.0,0.0,1
100000.0,1,2,1,38,0,0,0,0,0,0,15788.0,8242.0,10095.0,11636.0,6649.0,8649.0,2000.0,2000.0,2007.0,2000.0,2000.0,5000.0,0
200000.0,1,1,1,57,-1,-1,-1,-1,2,2,152519.0,148751.0,144076.0,8174.0,8198.0,7918.0,0.0,0.0,8222.0,300.0,0.0,1000.0,1
150000.0,2,1,2,25,1,-1,-1,-1,-1,-1,191.0,1963.0,4729.0,1568.0,4295.0,0.0,1964.0,4729.0,1568.0,4295.0,0.0,1895.0,0
260000.0,2,1,1,34,0,0,0,0,0,0,136914.0,139380.0,140836.0,153026.0,156108.0,158893.0,7000.0,5188.0,15000.0,7500.0,7000.0,3000.0,0
100000.0,2,3,1,59,1,-1,0,-1,-1,-1,0.0,7240.0,7702.0,1550.0,12079.0,35920.0,7240.0,1000.0,1558.0,12079.0,35920.0,0.0,0
500000.0,1,1,1,46,-1,-1,-1,-1,-1,-1,3580.0,18785.0,10742.0,37171.0,6192.0,31453.0,18785.0,10742.0,37171.0,6192.0,31453.0,12333.0,0
350000.0,2,2,1,31,0,0,0,0,0,0,67648.0,68557.0,63179.0,57987.0,53948.0,39965.0,3039.0,2047.0,1750.0,1703.0,1721.0,784.0,0
50000.0,1,1,2,24,0,0,0,0,0,0,31292.0,32766.0,34426.0,34725.0,18049.0,19593.0,2000.0,2500.0,1353.0,1500.0,2000.0,1501.0,0
80000.0,1,3,2,27,0,-1,-1,-1,-1,-1,13165.0,2100.0,0.0,0.0,0.0,0.0,2100.0,0.0,0.0,0.0,0.0,0.0,0
240000.0,2,2,2,30,-1,-1,-1,-1,-1,-1,92.0,92.0,92.0,0.0,92.0,0.0,92.0,92.0,0.0,92.0,0.0,1883.0,0
500000.0,2,5,1,54,0,0,0,0,0,0,355251.0,354394.0,359522.0,362412.0,362550.0,359481.0,12680.0,13464.0,12821.0,15033.0,12788.0,13000.0,0
180000.0,2,2,2,25,0,0,0,0,0,0,177607.0,177498.0,176081.0,175540.0,142015.0,139162.0,6500.0,7000.0,7200.0,5018.0,5200.0,5300.0,0
50000.0,2,3,1,50,0,0,0,0,0,0,36149.0,38078.0,36766.0,30490.0,26934.0,28118.0,3000.0,10000.0,5000.0,1500.0,2000.0,2000.0,1
290000.0,1,1,1,49,-1,-1,-1,0,-1,-1,4599.0,28420.0,7051.0,20356.0,17803.0,2722.0,28420.0,7051.0,20000.0,17803.0,2722.0,14979.0,0
80000.0,2,3,1,53,-1,2,-1,-1,-1,-1,780.0,390.0,390.0,390.0,390.0,1320.0,0.0,390.0,390.0,390.0,1320.0,0.0,0
180000.0,2,2,1,26,-1,-1,-1,-1,-1,-1,52666.0,181987.0,181255.0,174825.0,140909.0,177257.0,272817.0,7017.0,8201.0,8246.0,186732.0,8000.0,0
270000.0,2,2,2,25,0,0,0,0,0,0,22579.0,23579.0,24613.0,25617.0,25434.0,25966.0,1380.0,1419.0,1423.0,910.0,942.0,951.0,0
50000.0,2,2,1,42,0,0,0,0,0,0,47867.0,40937.0,28868.0,44751.0,27557.0,29125.0,2083.0,1840.0,31000.0,977.0,2003.0,1214.0,0
160000.0,2,5,2,52,0,0,0,0,0,0,157018.0,135516.0,117895.0,86943.0,23433.0,20000.0,5000.0,5000.0,2200.0,500.0,1000.0,0.0,0
80000.0,2,1,2,23,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,390.0,740.0,552.0,390.0,780.0,390.0,740.0,552.0,4390.0,0
80000.0,2,1,1,45,1,2,0,0,2,0,74081.0,72329.0,74409.0,78180.0,76831.0,79570.0,0.0,3300.0,5600.0,0.0,4000.0,4000.0,1
320000.0,2,3,2,40,1,2,2,2,2,0,298343.0,304421.0,298042.0,315502.0,310308.0,306056.0,12300.0,0.0,24000.0,0.0,11000.0,14000.0,1
150000.0,1,1,1,46,0,0,0,0,0,0,97832.0,98403.0,99263.0,100920.0,86781.0,71408.0,4555.0,3500.0,3300.0,3027.0,3000.0,2700.0,0
200000.0,1,3,2,27,-1,0,0,0,0,0,3179.0,3844.0,5117.0,6877.0,7504.0,8148.0,1844.0,2117.0,1877.0,1504.0,1148.0,2599.0,0
30000.0,1,2,2,30,2,2,2,2,2,2,20732.0,21451.0,20808.0,21761.0,22762.0,23139.0,1347.0,0.0,1300.0,1500.0,900.0,0.0,1
90000.0,2,2,1,47,0,0,0,0,0,0,28240.0,28477.0,28718.0,28847.0,28747.0,29177.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0
110000.0,2,3,2,27,0,0,0,2,0,0,28686.0,32765.0,27864.0,25691.0,28257.0,24161.0,5000.0,7000.0,0.0,10000.0,4161.0,5000.0,1
200000.0,2,1,2,45,-1,-1,-1,-1,-1,-1,2377.0,221.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,2,1,2,29,-1,-1,-1,-1,-1,-1,-101.0,-101.0,-101.0,-101.0,-101.0,1100.0,0.0,0.0,0.0,0.0,1201.0,0.0,0
100000.0,2,2,2,28,-1,-1,-1,-1,-1,-1,1215.0,1042.0,1042.0,1004.0,1612.0,622.0,1042.0,1042.0,1004.0,1650.0,622.0,622.0,1
180000.0,2,3,1,33,-1,-1,-1,-1,-1,-1,478.0,478.0,2272.0,3970.0,330.0,0.0,478.0,2272.0,3970.0,420.0,0.0,0.0,0
230000.0,1,2,2,32,0,0,0,0,0,0,143345.0,134344.0,116691.0,116220.0,112746.0,108653.0,6000.0,5000.0,5000.0,5000.0,5000.0,5038.0,0
110000.0,2,2,2,23,0,0,0,0,0,0,19980.0,20683.0,21654.0,21998.0,23255.0,24527.0,2500.0,2000.0,1400.0,2000.0,1800.0,1100.0,0
170000.0,2,2,2,23,0,-1,0,0,0,0,8806.0,32192.0,32555.0,32292.0,32372.0,31202.0,32192.0,1608.0,2301.0,2379.0,2202.0,2688.0,0
310000.0,2,2,2,31,0,0,0,2,2,0,86082.0,78328.0,78380.0,77102.0,66828.0,58520.0,3550.0,6000.0,2559.0,45.0,3033.0,3000.0,0
140000.0,2,1,1,35,0,0,0,0,0,0,26187.0,28431.0,26141.0,24958.0,27574.0,27151.0,3000.0,2000.0,2000.0,3000.0,1661.0,3500.0,0
50000.0,1,2,2,22,-1,2,2,2,0,0,19875.0,19273.0,21133.0,19121.0,19663.0,20235.0,0.0,2500.0,0.0,1000.0,1050.0,600.0,1
